ticker,data_field,01/01/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,12/01/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018
SDVY US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0874,2.0847,2.1583,2.0798,2.0677,2.0339
EUSA US Equity,FUND_TOTAL_ASSETS,,,,,,2.195,2.348,2.244,2.244,2.529,1.266,1.3395,1.3715,1.417,1.413,1.456,1.44,2.825,2.77,5.234,6.055,2.687,117.876,122.759,132.775,128.2815,131.805,126.462,121.5081,138.795,142.176,145.488,143.778,145.728,149.695,150.087,159.6375,153.502,158.484,158.148,161.46,160.239,184.926,179.826,175.861,187.407,192.7035,140.8995,132.273,142.4615,150.975,151.8508,74.61,71.4375,60.0751,47.3918,46.4254,62.6671,62.1041,61.6545,53.4931,49.8107,48.8667,49.2938,52.2222,51.0057,54.2808,44.6309,44.7287,47.8806,43.6648,42.1642,39.4498,33.8216,47.1291,56.5643,55.2205,57.1609,73.5336,73.6738,73.5444,73.9131,89.4706,94.5963,104.1851,130.0261,134.4024,128.0167,128.8876,132.4602,137.0023,135.9457,133.8031,130.0575,134.9103,135.8267,147.7357,144.3523,142.9688,143.194
QDEC US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVOL US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDNI US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNQ US Equity,FUND_TOTAL_ASSETS,4678.1819,5003.0646,5731.8115,6251.1818,5344.7562,5103.8716,5662.7451,5671.5776,6152.6163,6900.1661,6950.9034,7532.6879,8075.2844,8724.9035,8746.915,9295.8496,9660.0167,9453.8709,9804.6744,9169.6656,8113.8731,9032.3511,8912.8094,9307.9059,10410.4098,10692.4627,11480.2761,12362.7454,12030.2743,13218.8371,13820.5628,14153.288,14420.9065,14637.0499,14609.2696,15406.6643,16982.6579,17299.2202,18245.1569,20064.5731,19169.0526,17763.8293,18108.169,16835.9721,17171.2546,18352.4188,17556.418,17392.4439,18527.6018,20584.4116,21025.2208,21945.9369,23050.0968,23807.3189,23945.4244,24907.3637,22958.2819,25808.23,26522.0812,27096.5275,29487.4335,28436.0707,28835.0766,26744.2192,26017.3552,23728.7483,25750.767,24263.4789,24626.8103,26715.7751,26986.3581,27546.1753,27007.0169,26960.288,30394.2939,30242.8061,31422.3843,34379.0572,36523.0077,35434.3492,34747.1058,32259.5679,31394.9391,32676.1616,33526.6325,35305.7338,34120.1783,33958.0554,33772.4049,33987.4824,34763.0579,34669.6513,34117.5748,33975.0113,35109.0495,34719.4307,32505.3371,28992.2719,29403.1296,29481.621
TSPA US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQEW US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQAL US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1044,5.0153,14.2291,18.3809,18.7912,26.6096,33.4855,30.8686,25.5558,27.1501,30.5685,32.3343,35.8773,38.0235,44.0812,46.0002,58.3617,63.0976,62.9506,62.8058
FEUS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSSC US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0152,12.0447,11.8959,12.618,10.6145,8.7297,8.6152,13.2273,12.7211,17.2523,19.5971
PAVE US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6734,6.5824,7.8401,11.6478,11.5813,12.2481,15.3627,17.11,20.2032,29.2639,72.452,79.638,89.8327,103.0008
DEEP US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6804,157.457,209.8942,214.5504,208.9395,231.3673,229.9646,242.4973,243.347,228.8723,218.1764,208.1289,189.5368,198.9676,202.4643,51.2943,61.7249,66.0282,68.4494,69.6851,66.2333,68.3063,74.0408,75.3488,75.9716,73.4721,78.9716,82.8586,86.7613,90.2869,88.5626,91.9573,91.1048,98.2143,99.4875,97.2515,100.4918,97.7705,107.7521,113.0588,128.5843,128.9605,129.7421,140.1374
GSLC US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9129,105.1002,208.4336,247.0228,286.1378,350.5605,424.0101,500.3561,600.3808,675.2091,884.4394,1157.2061,1182.7638,1161.4708,1193.4949,1387.3796,1478.7688,1537.6932,1562.1579,2023.8123,2117.6318,2243.3992,2333.2906,2396.4903,2482.8553,2574.3383,2666.3588,2724.2516,2913.0458,2893.419,2971.9169,3044.2335
AESR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFUS US Equity,FUND_TOTAL_ASSETS,1180.33,1214.56,1281.26,1298.24,1193,1126.1,1205.28,1148.5,1237.4,1286.05,1293.46,1378.71,1414.6,1471.12,1481.37,1528.06,1518.4,1497.38,1463.83,1369.54,1244.8,1362.5,1365.55,1363.92,1430.75,1496.91,1537.89,1517.83,1428.38,1480.51,1497.83,1533.25,1565.53,1521.66,1536.34,1553.66,1661.2,1692.74,1751.32,1783.09,1783.09,1806.44,1904.84,1847.55,1906.39,1991.84,2050.35,2106.33,2033.85,2135.11,2149.17,2153.32,2206.05,2256.12,2196.94,2292.41,2244.02,2310.38,2369.41,2367.25,2300.56,2444.9,2417.65,2431.9,2467.91,2425.68,2478.91,2365.27,2301.54,2493.55,2506.73,2491.88,2366.75,2381.54,2545.61,2561.2,2582.66,2573.29,2673.09,2681.73,2681.93,2636.75,2764.43,2807.32,2872.87,2993.52,2996.45,3030.23,3066.43,3086.6,3156.54,3162.47,3232.19,3310.59,3413.67,3444.58,3642.49,3517.22,3451.94,3468.23
IWL US Equity,FUND_TOTAL_ASSETS,5.046,6.4725,6.82,6.8925,7.596,7.197,7.647,7.305,10.5279,10.936,10.904,11.556,11.844,41.31,15.155,12.488,15.395,121.16,98.274,94.5035,90.4935,107.152,108.4125,109.0875,118.404,123.669,127.413,228.7725,203.0086,41.0229,48.0769,49.0929,55.0935,52.368,52.592,51.984,52.7775,51.735,53.37,52.635,59.376,62.186,66.955,65.0825,66.7275,69.9125,72.205,73.6575,72.918,75.996,76.428,77.1391,78.93,118.2954,127.6431,132.4925,89.8736,94.0959,186.0664,184.6379,97.1987,95.7192,93.4018,94.743,95.9029,96.5338,98.355,92.1293,93.8819,102.2058,102.5622,98.1739,88.9196,84.0395,88.9789,96.3078,100.4126,100.5307,100.9338,108.6186,105.7383,96.9233,105.1688,101.8064,103.6743,105.3976,102.3644,108.9993,110.5258,111.1518,112.9903,110.9698,112.5566,115.4156,121.8206,138.0721,156.3231,157.1347,136.4124,131.0182
SSLY US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFE US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYX US Equity,FUND_TOTAL_ASSETS,26.6689,27.6651,33.6568,40.8299,36.6858,32.7913,37.4744,35.7407,41.3699,45.9224,64.6661,82.4623,94.1901,101.2518,112.5771,122.8406,121.5349,124.612,117.5294,102.8304,95.9287,116.9587,127.0714,125.5876,139.7442,164.2361,175.5254,171.3904,138.199,137.0754,140.3834,154.404,159.4936,169.7603,157.3105,163.6776,185.502,193.2555,216.417,217.0073,232.9493,247.3213,289.0816,303.7804,324.2673,401.1837,441.9317,488.6461,494.5979,550.7534,576.9268,555.7774,530.613,555.2433,520.5496,545.8796,512.5548,545.8812,563.3165,595.0407,596.7414,651.0716,682.7203,701.2832,705.4343,718.5978,701.8584,632.8288,588.3491,602.8504,621.8358,559.5824,445.7153,404.7288,431.2096,428.169,415.7214,409.624,442.6267,445.6936,447.9882,430.426,504.1105,524.0672,541.5745,530.8141,522.348,491.0347,474.7418,486.6452,491.9887,477.7117,503.7772,537.834,550.9305,556.2571,544.3204,520.869,532.7437,546.3322
OEF US Equity,FUND_TOTAL_ASSETS,2496.6455,2581.3784,2619.9202,2567.895,2255.3076,2054.5742,2141.6996,2079.1564,2160.5005,2187.3115,2147.1607,2415.3761,2834.8193,3156.8976,3035.0108,3072.8981,2922.3945,2947.7869,2925.3753,2974.0554,2672.0044,2809.2531,2787.9098,2877.9711,3345.75,3387.4325,3638.81,3397.6428,3314.3681,3584.8481,4502.7153,4818.7119,4995.2205,4114.098,4087.1355,3904.645,3894.912,3922.204,4032.6,4052.25,4142.502,4019.575,4040.778,3792.6595,3887.938,3974.5055,4161.858,4262.13,3707.445,3876.536,4013.1135,4085.794,4622.4,4788.7598,4910.2509,4473.735,4493.049,4882.9141,4960.3239,5008.4464,4799.6482,4890.4463,4417.8851,4373.69,4352.5702,4157.2991,4311.6015,3960.8734,3861.5417,4545.397,4569.6544,4650.9651,4502.3372,4409.4489,4546.2371,4494.2225,4382.2539,4333.2763,4473.1384,4395.8468,4322.2846,4256.6423,4475.2664,4409.9618,4443.3026,4584.2961,4612.077,4784.9853,4706.4503,4713.2292,4770.053,4804.3569,4860.609,4781.4,4948.4992,5035.0118,5375.4968,5199.5672,5024.0614,5079.9841
SUSL US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSG US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDG US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XJH US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCTR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLQS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7618,3.6837,3.7243,3.7213,3.6742,3.8513,2.5808,2.6979,2.6614,2.7204,2.6162,2.6662,2.7025
LSAF US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTE US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VONE US Equity,FUND_TOTAL_ASSETS,,,,,,,,,5.182,2.6916,5.4001,8.6124,11.7581,12.1659,12.1542,12.5185,12.3828,12.1359,11.8711,13.9839,12.8773,14.3177,28.56,34.3526,36.0228,43.8665,45.0571,63.9888,63.0507,65.1486,131.817,147.8742,170.7091,174.2629,175.6235,176.1668,185.7012,191.661,198.2337,201.7883,206.2544,202.429,224.8694,218.6469,225.2505,239.1929,241.6881,246.8467,259.5332,302.0162,289.7723,312.8268,324.4218,339.3919,338.3213,380.078,385.5279,408.853,429.0493,477.7799,478.4194,510.8754,517.0424,525.4811,522.5313,496.0459,529.922,513.9298,515.0699,554.3046,584.8866,610.8764,582.1818,584.1358,603.0869,615.0187,635.3476,633.8483,667.8909,678.7214,695.6349,681.9993,703.7399,707.7273,724.4928,670.9754,668.7781,675.7686,684.3345,696.9304,721.9987,724.1754,733.0443,746.8366,781.716,795.795,832.953,833.346,832.7,853.678
CALF US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5515,2.5038,3.4952,3.8198,3.7029,3.9093,2.5988,2.6297,3.85,3.9343,5.2331
IWB US Equity,FUND_TOTAL_ASSETS,4896.6016,5005.2848,5378.731,5595.9633,5022.5229,4883.7271,5279.8791,5000.2967,5568.9392,5833.8747,6039.981,6451.9871,6656.1845,7267.749,7082.9055,7169.409,7012.8061,6915.9457,6764.0712,6380.7282,5670.1235,6112.5504,6165.1012,6300.7998,6515.4926,6807.9066,6912.8378,6872.4008,6373.8764,6339.7731,6395.23,6390.014,6521.46,6378.672,6504.1145,6593.604,7004.727,6967.125,7184.79,7425.089,7680.522,7668.904,7978.504,7743.936,7898.8555,8270.124,8616.936,8661.1215,8348.296,8728.0355,8893.1285,8891.7571,9149.115,9476.8911,9346.0343,9899.373,9884.6932,10266.0854,10695.5886,10861.6386,10567.8461,11313.2659,11397.294,11307.6375,11501.7846,11302.2892,12600.02,11586.4963,11243.8858,12534.1541,15099.7878,15063.7709,13818.037,13871.9692,14801.7311,15241.6506,15255.6369,15445.9497,16180.5176,16139.799,16329.5456,15507.4786,16025.1399,16883.2308,17037.0352,17740.6733,17502.7326,17825.4149,18305.9493,18512.4781,19179.0997,18823.8462,19294.3644,19283.3993,19713.7925,20373.7754,21058.7124,19958.803,19354.0032,19306.9413
SCHX US Equity,FUND_TOTAL_ASSETS,116.501,182.424,237.3605,228.9495,239.4463,267.7856,273.5028,300.6379,333.4099,368.01,417.5487,461.2013,514.8,521.565,592.562,620.032,623.7416,614.0326,614.221,589.3723,670.7479,703.3333,704.224,764.528,823.8854,867.8608,889.6206,827.4336,842.2648,855.8491,887.4585,931.0131,941.3774,968.1751,1017.9694,1162.0302,1243.6345,1351.4102,1455.3763,1563.4276,1626.1627,1791.2408,1781.2816,1875.5833,2039.7112,2204.6914,2334.407,2332.1534,2492.8196,2562.456,2650.4038,2775.6521,2914.2273,2953.2804,2980.9217,3190.7223,3166.4433,3432.8812,3640.4043,3843.7108,3887.5115,4169.2491,4209.1376,4376.1018,4478.0367,4520.9785,4559.3041,4203.498,4297.8939,4852.8693,5154.7301,5061.6896,5047.9513,5228.6719,5398.0021,5508.4459,5664.214,5806.5437,6084.8843,6218.3458,6310.6018,6321.9908,6749.7053,7098.1673,7482.7768,8042.1493,8243.605,8582.0473,8932.9194,9116.7346,9565.8872,9824.6421,10188.5312,10564.0574,11080.7032,11444.5956,12311.3401,12024.6584,11942.5139,12050.3284
ACSI US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9306,12.1426,13.5528,16.7863,16.7583,16.9814,18.5683,25.7748,29.6559,36.7189,40.8488,42.8026,46.3977,46.1945,48.2455,46.7453,45.9934,46.4652
PSET US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3215,6.3151,6.4325,6.5191,6.6322,6.5989,6.5433,6.3072,6.4861,6.5151,6.6389,6.9461,6.9354,7.0468,7.2662,7.2569,7.3573,7.4241,9.035,9.2303,16.0209,22.4534,20.3973,21.392,17.9373,17.7805
MGC US Equity,FUND_TOTAL_ASSETS,211.5676,221.1628,241.1581,248.331,220.5657,211.5,230.0901,226.9883,237.8706,243.0826,246.6126,274.5821,281.1748,303.8261,320.1185,329.9598,339.9023,332.7687,322.5214,313.4786,290.5927,321.5371,320.85,330.9809,363.668,375.0537,395.7321,393.3558,379.0049,411.3844,417.56,441.5531,455.4845,461.3113,453.9838,458.5137,486.8401,513.8466,524.8983,557.1348,569.4319,564.2402,599.2202,587.924,602.8786,630.8614,656.0743,669.1677,651.7248,680.4203,689.7837,701.8721,738.3772,749.4582,753.6186,810.4975,823.6398,890.2319,920.8614,947.3558,939.0734,1006.943,1026.9308,1044.9581,1051.5116,1026.1982,1041.1921,969.7843,914.7331,980.0555,972.3626,961.1021,924.3029,960.1621,986.7618,1001.4326,1045.8688,1018.6554,1055.3493,1057.2181,1038.3708,1021.5529,1059.1562,1088.8035,1108.8169,1162.7023,1167.2897,1185.8278,1205.758,1216.0376,1234.9531,1232.7681,1255.1088,1295.1245,1341.0938,1361.448,1475.01,1414.87,1376.36,1389.7196
PPTY US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5716,27.3979
BBUS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBUS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5126,2.5698,2.6478,2.6633,2.8159,2.7127,2.6369,2.6474
SPYX US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0537,58.1978,60.8362,64.5903,72.3158,71.7069,80.7416,100.5292,99.2173,99.3338,103.5999,106.4826,110.5409,113.4448,117.8494,128.4862,133.8484,141.2136,146.3996,152.6003,161.6167,171.4891,170.6527,180.9357,189.7856,226.2628,256.6068,257.9105,262.738,269.1986
CWS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5199,2.4754,5.8414,7.7811,9.4374,10.3051,11.0832,11.2979,12.0356,12.1496,12.1385,11.9749,12.3101,12.6596,13.1705,13.2639,13.7001,14.1688,13.924,13.8307
VTHR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,5.194,5.3961,5.426,5.7653,11.7849,18.3193,18.3471,18.8919,24.8986,24.3734,23.8138,22.3884,20.5454,22.9059,22.84,22.9222,24.0744,25.0895,32.2124,38.3979,36.0174,37.2717,37.638,38.571,39.4007,38.7168,39.0108,39.245,41.3929,41.9372,50.6563,58.8317,60.2103,66.5439,77.9793,75.7939,93.9304,81.5921,83.9472,85.7243,91.3012,86.927,87.0573,104.5826,97.9486,109.0593,115.8186,120.6638,108.6261,120.9032,114.2944,123.1278,138.0999,136.3441,182.5014,144.7148,156.4844,162.7537,175.1915,169.1509,172.3498,207.4043,208.515,198.3363,195.9793,202.5062,222.8592,226.276,230.2964,239.3342,258.7636,281.849,280.825,282.0167,289.5308,298.6813,304.2696,315.5516,320.0629,323.41,326.6914,492.1518,348.4335,343.3881,350.0173,366.4841,350.1283,379.502,373.665,359.861,351.422,352.727
XDSQ US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWR US Equity,FUND_TOTAL_ASSETS,1013.6593,1051.2971,1217.3844,1364.6375,1202.0093,1135.5894,1261.2823,1268.1992,1287.151,1347.4935,1336.1806,1393.8908,1462.2564,1502.0334,1522.0795,1567.2689,1546.1638,1586.5549,1560.7343,1474.7071,1248.6051,1360.9628,1340.8717,1537.4986,1684.0483,1679.7155,1805.901,1953.9483,1844.0781,1978.7161,2053.3446,2050.3133,1913.1395,1917.1865,1869.8628,1914.2988,2012.9803,2056.7552,2135.4266,2278.5784,2199.925,2173.7937,2231.5614,2046.0544,2140.0489,2284.3988,2060.8282,2088.1997,2167.9924,2314.3126,2399.0841,2495.5494,2569.5654,2591.5197,2628.1506,2776.2805,2623.1868,2936.7014,2990.7728,3089.9728,3361.0976,3297.2089,3306.4714,3129.1526,3066.1748,2909.6336,3066.2876,2774.1208,2912.9899,3135.1696,3105.866,3181.0578,3159.3339,3289.8783,3544.5208,3475.7387,3571.0567,3819.8958,3989.6338,3889.1023,3707.4172,3338.3813,3220.3385,3332.168,3196.7953,3298.5352,3151.5714,3046.4908,3038.0835,3015.9077,2995.9551,2920.4168,2830.346,2794.308,2855.9931,2821.4556,2610.822,2389.0826,2362.8728,2375.4698
GSUS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITOT US Equity,FUND_TOTAL_ASSETS,299.8934,304.803,319.6856,320.4729,290.215,273.3635,284.8546,269.2073,289.8269,300.748,301.8848,323.3958,330.6177,345.3584,339.1371,349.0038,344.9684,337.6845,330.1995,300.3491,271.4994,299.2311,298.6058,299.5855,346.5332,386.1286,387.1002,384.662,361.3731,330.5048,334.398,348.7673,362.304,359.072,410.1465,438.075,519.612,536.92,601.608,688.4325,779.57,787.76,809.655,823.24,855.033,953.688,977.63,1035.2475,1016.7915,1136.086,1187.499,1157.9566,1205.6,1317.8943,1307.9098,1365.8705,1380.2687,1637.9818,1759.3236,1848.1814,1963.6034,2152.7751,2183.0165,2263.2174,2307.8622,2393.8749,2514.8869,2504.8161,2445.3826,2710.9916,2885.1264,2966.1928,2806.7433,2967.9861,3699.2239,3792.8552,3932.1103,4072.2524,4556.2659,4680.3752,4732.0838,5240.2438,5780.665,6282.5787,6773.7813,7503.6926,8035.1048,8435.2424,8779.9006,9647.5349,9988.8989,10792.6821,11192.945,12002.9202,12795.3789,12568.0592,13455.9003,13137.3428,12948.5981,13207.1439
SCHK US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5262,158.7213,204.5453,278.0229,343.6468,363.5496,369.8464
XVOL US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IYY US Equity,FUND_TOTAL_ASSETS,590.3849,562.9819,601.2193,597.9308,547.464,514.977,534.3584,499.3846,537.5691,552.686,587.8687,621.2063,635.6741,657.8143,657.3654,676.9752,631.9193,611.4606,591.5496,541.5555,486.4066,535.2637,543.0228,582.2339,584.4504,595.9807,650.7666,667.8975,596.8701,610.4142,613.8651,621.8203,626.748,615.96,609.786,605.2735,645.7815,669.375,696.168,712.425,728.532,715.611,753.489,731.8065,758.28,800.01,827.0795,844.6365,817.6675,875.1425,886.2865,889.1671,904.425,931.7327,915.1714,963.0901,940.4615,939.4634,989.47,951.5459,925.4265,978.6934,963.0474,968.9158,981.52,958.6862,975.8744,927.6008,897.0834,968.66,951.3553,1034.8369,881.7568,866.8401,917.5378,917.2376,928.287,915.3081,950.6241,952.2219,943.349,924.2508,962.0573,1014.2127,1040.4866,1103.7645,1099.7029,1110.8829,1093.7736,1097.4851,1118.4775,1114.9829,1121.7464,1101.6568,1135.0824,1148.471,1203.9399,1165.8351,1129.543,1126.1694
