"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1988-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","713.8","0","0.0",",0","9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","","","2","","0.0",",0,24,","0",",,0,30,+","0",",,0,30,+","85.6",",,0,20,","19.4",",0,06,","","","493.5","0","260.3",",0","226.1",",,,0","","","0",",,,0","9.66",",0","13.62",",,,0","5.69",",,,0","9569",",X","300",",X","","","","","270",",X","","","","","13.0",",X","","","","","19.5",",X","",""
"USW00094728","1988-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","713.8","0","0.0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","19",",0","6",",0","0",",0","0",",0","","","","","","","-15.0",",0,12,","0",",T,0,14,+","8",",,0,13,","9.7",",,0,23,","15.6",",0,07,","","","994.7","0","501.2",",0","28.8",",,,0","","","8",",,,0","2.16",",0","6.04",",,,0","-1.71",",,,0","9942",",X","300",",X","","","","","270",",X","","","","","13.0",",X","","","","","22.6",",X","",""
"USW00094728","1989-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","2",",0","1",",0","0",",0","16",",0","4",",0","0",",0","0",",0","","","","","","","-11.7",",0,05,+","127",",,0,07,","127",",,0,06,","15.2",",,0,12,","16.1",",0,24,","","","1470.5","0","475.8",",0","58.3",",,,0","","","127",",,,0","2.98",",0","6.66",",,,0","-0.70",",,,0","9467",",X","310",",X","","","","","315",",X","","","","","11.2",",X","","","","","19.0",",X","",""
"USW00094728","1989-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","21",",0","7",",0","0",",0","0",",0","","","","","","","-9.4",",0,25,","0",",T,0,06,+","8",",,0,06,","37.8",",,0,21,","19.4",",0,01,","","","1944.9","0","474.4",",0","76.8",",,,0","","","8",",,,0","1.39",",0","5.12",",,,0","-2.34",",,,0","6893",",X","350",",X","","","","","360",",X","","","","","9.8",",X","","","","","17.0",",X","",""
"USW00094728","1989-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","2.2","0","2.2",",0","9",",0","8",",0","1",",0","3",",0","1",",0","0",",0","13",",0","2",",0","4",",0","0",",0","","","","","3","","-10.6",",0,07,","76",",,0,08,+","64",",,0,06,","52.1",",,0,24,","27.8",",0,28,","","","2336.8","0","391.9",",0","125.2",",,,0","","","64",",,,0","5.76",",0","10.43",",,,0","1.10",",,,0","12842",",X","40",",X","","","","","45",",X","","","","","11.6",",X","","","","","20.6",",X","",""
"USW00094728","1989-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","2.2","0","0.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","1","","1.1",",0,23,+","0",",,0,30,+","0",",,0,30,+","35.8",",,0,15,","25.0",",0,27,+","","","2551.0","0","214.2",",0","108.2",",,,0","","","0",",,,0","11.19",",0","16.32",",,,0","6.06",",,,0","13298",",X","290",",X","","","","","315",",X","","","","","9.4",",X","","","","","19.5",",X","",""
"USW00094728","1989-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","33.5","0","31.3",",0","13",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","1","","6.1",",0,08,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,16,","30.0",",0,18,","","","2632.9","0","81.9",",0","260.2",",,,0","","","0",",,,0","16.70",",0","21.40",",,,0","12.00",",,,0","12133",",X","180",",X","","","","","68",",X","","","","","10.7",",X","","","","","19.5",",X","",""
"USW00094728","1989-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","158.9","0","125.4",",0","17",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","6","","14.4",",0,30,+","0",",,0,30,+","0",",,0,30,+","64.8",",,0,09,","33.3",",0,27,","","","2641.3","0","8.4",",0","223.3",",,,0","","","0",",,,0","22.23",",0","26.73",",,,0","17.74",",,,0","12595",",X","300",",X","","","","","315",",X","","","","","8.9",",X","","","","","15.4",",X","",""
"USW00094728","1989-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","329.5","0","170.6",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","4","","15.6",",0,17,+","0",",,0,31,+","0",",,0,31,+","52.1",",,0,05,","35.6",",0,26,","","","0.0","0","0.0",",0","130.3",",,,0","","","0",",,,0","23.84",",0","28.53",",,,0","19.14",",,,0","15034",",X","270",",X","","","","","225",",X","","","","","8.0",",X","","","","","15.4",",X","",""
"USW00094728","1989-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","485.0","0","155.5",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","5","","13.3",",0,08,","0",",,0,31,+","0",",,0,31,+","76.2",",,0,12,","34.4",",0,06,+","","","0.8","0","0.8",",0","214.5",",,,0","","","0",",,,0","23.32",",0","27.76",",,,0","18.88",",,,0","12581",",X","40",",X","","","","","315",",X","","","","","7.6",",X","","","","","13.9",",X","",""
"USW00094728","1989-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","567.0","0","82.0",",0","6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","","","","","","","6.7",",0,28,+","0",",,0,30,+","0",",,0,30,+","58.9",",,0,20,","34.4",",0,10,","","","31.6","0","30.8",",0","175.3",",,,0","","","0",",,,0","20.04",",0","24.58",",,,0","15.50",",,,0","11109",",X","320",",X","","","","","180",",X","","","","","8.0",",X","","","","","14.9",",X","",""
"USW00094728","1989-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","571.4","0","4.4",",0","8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","","","","","4.4",",0,21,+","0",",,0,31,+","0",",,0,31,+","70.6",",,0,20,","25.0",",0,28,+","","","154.2","0","122.6",",0","190.0",",,,0","","","0",",,,0","14.52",",0","19.32",",,,0","9.72",",,,0","12534",",X","50",",X","","","","","45",",X","","","","","10.3",",X","","","","","18.0",",X","",""
"USW00094728","1989-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","571.4","0","0.0",",0","11",",0","8",",0","0",",0","4",",0","1",",0","0",",0","9",",0","1",",0","1",",0","0",",0","","","","","1","","-5.0",",0,30,+","127",",,0,24,+","112",",,0,23,","16.3",",,0,09,","21.1",",0,14,","","","476.3","0","322.1",",0","70.9",",,,0","","","120",",,,0","7.60",",0","11.64",",,,0","3.55",",,,0","8547",",X","310",",X","","","","","315",",X","","","","","13.0",",X","","","","","25.7",",X","",""
"USW00094728","1989-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","571.4","0","0.0",",0","4",",0","3",",0","0",",0","2",",0","0",",0","0",",0","31",",0","17",",0","0",",0","0",",0","","","","","","","-14.4",",0,23,","25",",,0,17,+","18",",,0,15,","13.2",",,0,31,","11.7",",0,31,","","","1150.6","0","674.3",",0","21.1",",,,0","","","36",",,,0","-3.42",",0","0.35",",,,0","-7.19",",,,0","9906",",X","270","1,X","","","","","315",",X","","","","","11.2","1,X","","","","","19.5",",X","",""
"USW00094728","1990-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","12",",0","9",",0","2",",0","1",",0","1",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","-4.4",",0,13,","25",",,0,09,","25",",,0,08,","28.2",",,0,25,","18.9",",0,18,","","","1557.9","0","407.3",",0","135.8",",,,0","","","45",",,,0","5.20",",0","8.64",",,,0","1.75",",,,0","9018",",X","270",",X","","","","","315",",X","","","","","10.3",",X","","","","","19.0",",X","",""
"USW00094728","1990-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","3",",0","1",",0","0",",0","15",",0","1",",0","0",",0","0",",0","","","","","","","-13.9",",0,26,","51",",,0,26,+","46",",,0,25,","21.1",",,0,10,","18.3",",0,23,","","","1951.2","0","393.3",",0","59.2",",,,0","","","46",",,,0","4.29",",0","9.15",",,,0","-0.57",",,,0","9705",",X","310",",X","","","","","315",",X","","","","","10.7",",X","","","","","19.0",",X","",""
"USW00094728","1990-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","2.0","0","2.0",",0","10",",0","5",",0","1",",0","3",",0","1",",0","0",",0","9",",0","0",",0","4",",0","0",",0","","","","","","","-10.6",",0,07,","76",",,0,07,","79",",,0,06,","26.7",",,0,20,","29.4",",0,13,","","","2296.3","0","345.1",",0","92.5",",,,0","","","79",",,,0","7.26",",0","12.35",",,,0","2.18",",,,0","13935",",X","280",",X","","","","","45",",X","","","","","9.8",",X","","","","","15.4",",X","",""
"USW00094728","1990-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","15.4","0","13.4",",0","13",",0","11",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","2",",0","","","","","1","","0.6",",0,13,+","25",",,0,07,","15",",,0,07,","37.3",",,0,15,","32.8",",0,27,","","","2501.8","0","205.5",",0","130.1",",,,0","","","15",",,,0","11.93",",0","16.84",",,,0","7.01",",,,0","13846",",X","50",",X","","","","","45",",X","","","","","11.2",",X","","","","","17.5",",X","",""
"USW00094728","1990-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","19.3","0","3.9",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","3","","6.7",",0,22,+","0",",,0,31,+","0",",,0,31,+","61.0",",,0,29,","28.3",",0,01,","","","2588.3","0","86.5",",0","231.0",",,,0","","","0",",,,0","15.67",",0","20.45",",,,0","10.89",",,,0","15574",",X","50",",X","","","","","45",",X","","","","","10.3",",X","","","","","17.5",",X","",""
"USW00094728","1990-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","140.2","0","120.9",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","6","","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,30,","31.7",",0,28,+","","","2590.8","0","2.5",",0","63.6",",,,0","","","0",",,,0","22.28",",0","27.47",",,,0","17.10",",,,0","16853",",X","300",",X","","","","","360",",X","","","","","7.6",",X","","","","","18.5",",X","",""
"USW00094728","1990-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","344.9","0","204.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","5","","13.9",",0,13,","0",",,0,31,+","0",",T,0,01,","28.7",",,0,21,","35.0",",0,05,","","","2.3","0","2.3",",0","89.2",",,,0","","","0",",T,,0","24.86",",0","29.28",",,,0","20.45",",,,0","12776",",X","270",",X","","","","","225",",X","","","","","7.6",",X","","","","","11.3",",X","",""
"USW00094728","1990-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","523.0","0","178.1",",0","15",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","","","6","","14.4",",0,21,+","0",",,0,31,+","0",",,0,31,+","117.9",",,0,10,","33.9",",0,03,","","","4.0","0","1.7",",0","314.0",",,,0","","","0",",,,0","24.03",",0","28.61",",,,0","19.45",",,,0","13457",",X","50",",X","","","","","225",",X","","","","","9.4",",X","","","","","15.9",",X","",""
"USW00094728","1990-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","598.5","0","75.5",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","1","","6.7",",0,18,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,22,","31.7",",0,02,","","","37.8","0","33.8",",0","57.0",",,,0","","","0",",,,0","19.72",",0","24.21",",,,0","15.24",",,,0","12259",",X","60","1,X","","","","","45",",X","","","","","8.0","1,X","","","","","11.8",",X","",""
"USW00094728","1990-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","640.5","0","42.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","","","1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","64.3",",,0,23,","28.9",",0,09,+","","","133.8","0","96.0",",0","162.1",",,,0","","","0",",,,0","16.59",",0","20.85",",,,0","12.33",",,,0","12746",",X","170",",X","","","","","180",",X","","","","","8.9",",X","","","","","18.5",",X","",""
"USW00094728","1990-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","642.4","0","1.9",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","","","","","1","","-1.1",",0,19,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,10,","25.6",",0,03,","","","380.1","0","246.3",",0","71.6",",,,0","","","0",",,,0","10.19",",0","14.60",",,,0","5.78",",,,0","11378",",X","280","1,X","","","","","270",",X","","","","","11.2","1,X","","","","","20.6",",X","",""
"USW00094728","1990-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","642.4","0","0.0",",0","12",",0","10",",0","2",",0","3",",0","1",",0","0",",0","11",",0","2",",0","0",",0","0",",0","","","","","1","","-6.1",",0,27,","178",",,0,28,","168",",,0,28,","30.7",",,0,03,","18.9",",0,23,","","","766.3","0","386.2",",0","141.7",",,,0","","","183",",,,0","5.87",",0","9.82",",,,0","1.93",",,,0","7066",",X","290",",X","","","","","315",",X","","","","","10.7",",X","","","","","18.5",",X","",""
"USW00094728","1991-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","8",",0","7",",0","0",",0","5",",0","2",",0","0",",0","20",",0","3",",0","0",",0","0",",0","","","","","","","-12.2",",0,22,","102",",,0,12,","145",",,0,11,","21.6",",,0,11,","12.8",",0,16,","","","1285.2","0","518.9",",0","85.8",",,,0","","","214",",,,0","1.59",",0","5.12",",,,0","-1.94",",,,0","10885",",X","280",",X","","","","","270",",X","","","","","9.4",",X","","","","","17.0",",X","",""
"USW00094728","1991-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",X","11",",X","6",",X","0",",X","3",",X","1",",X","0",",X","14",",X","2",",X","1",",X","0",",X","","","","","","","-10.0",",X,16,","229",",,X,27,","213",",,X,26,","13.5",",,X,26,","21.1",",X,05,","","","1675.1","0","389.9",",X","49.1",",,,X","","","231",",,,X","4.41",",X","8.65",",,,X","0.17",",,,X","10289",",X","280",",X","","","","","315",",X","","","","","10.3",",X","","","","","18.0",",X","",""
"USW00094728","1991-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","16",",0","10",",0","1",",0","1",",0","0",",0","0",",0","7",",0","0",",0","2",",0","0",",0","","","","","","","-4.4",",0,12,","25",",,0,01,","5",",,0,30,","55.1",",,0,03,","25.0",",0,28,","","","2026.3","0","351.2",",0","131.0",",,,0","","","5",",,,0","7.00",",0","11.16",",,,0","2.85",",,,0","11233",",X","60",",X","","","","","270",",X","","","","","10.7",",X","","","","","17.5",",X","",""
"USW00094728","1991-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","20.8","0","20.8",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","","","","","1","","2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","57.9",",,0,21,","32.2",",0,08,","","","2202.8","0","176.5",",0","93.5",",,,0","","","0",",,,0","13.15",",0","18.02",",,,0","8.27",",,,0","12049",",X","260",",X","","","","","270",",X","","","","","8.9",",X","","","","","16.4",",X","",""
"USW00094728","1991-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","119.9","0","99.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","3","","8.3",",0,04,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,06,","33.9",",0,25,","","","2238.3","0","35.5",",0","79.1",",,,0","","","0",",,,0","20.38",",0","26.06",",,,0","14.70",",,,0","19145",",X","350",",X","","","","","270","3,X","","","","","8.9",",X","","","","","14.9","3,X","",""
"USW00094728","1991-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","272.8","0","152.9",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","","","1","","11.7",",0,06,+","0",",,0,30,+","0",",,0,30,+","45.7",",,0,03,","36.1",",0,29,","","","2240.2","0","1.9",",0","105.7",",,,0","","","0",",,,0","23.37",",0","29.12",",,,0","17.61",",,,0","18168",",X","240",",X","","","","","315","2,X","","","","","8.0",",X","","","","","12.9","2,X","",""
"USW00094728","1991-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","491.6","0","218.8",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","5","","17.2",",0,04,+","0",",,0,31,+","0",",,0,31,+","47.0",",,0,26,","38.9",",0,21,","","","0.0","0","0.0",",0","116.1",",,,0","","","0",",,,0","25.39",",0","30.63",",,,0","20.15",",,,0","15810",",X","350",",X","","","","","270",",X","","","","","8.9",",X","","","","","13.9",",X","",""
"USW00094728","1991-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","699.8","0","208.2",",0","9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","2","","16.7",",0,26,","0",",,0,31,+","0",",,0,31,+","76.2",",,0,09,","34.4",",0,30,","","","0.0","0","0.0",",0","181.3",",,,0","","","0",",,,0","25.05",",0","30.00",",,,0","20.10",",,,0","17671",",X","350",",X","","","","","315",",X","","","","","7.6",",X","","","","","14.9",",X","",""
"USW00094728","1991-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","776.6","0","76.8",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","","","","","","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","50.0",",,0,25,","33.9",",0,17,","","","36.1","0","36.1",",0","94.2",",,,0","","","0",",,,0","19.69",",0","24.66",",,,0","14.72",",,,0","16300",",X","320",",X","","","","","45",",X","","","","","7.6",",X","","","","","14.4",",X","",""
"USW00094728","1991-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","789.4","0","12.8",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","","","3.3",",0,29,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,17,","26.7",",0,02,","","","162.6","0","126.5",",0","54.1",",,,0","","","0",",,,0","14.67",",0","19.38",",,,0","9.96",",,,0","12435",",X","200",",X","","","","","180",",X","","","","","11.2",",X","","","","","17.0",",X","",""
"USW00094728","1991-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","789.7","0","0.3",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","","","","","","","-1.7",",0,27,","0",",T,0,08,","0",",T,0,08,","28.7",",,0,22,","23.3",",0,20,","","","441.5","0","278.9",",0","49.8",",,,0","","","0",",T,,0","9.05",",0","12.85",",,,0","5.24",",,,0","7090",",X","280",",X","","","","","270",",X","","","","","9.4",",X","","","","","15.9",",X","",""
"USW00094728","1991-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","789.7","0","0.0",",0","12",",0","9",",0","1",",0","1",",0","0",",0","0",",0","15",",0","1",",0","0",",0","0",",0","","","","","","","-10.6",",0,19,","25",",,0,06,","13",",,0,05,","31.8",",,0,03,","18.9",",0,01,","","","879.5","0","438.0",",0","108.2",",,,0","","","18",",,,0","4.20",",0","7.94",",,,0","0.47",",,,0","8739",",X","360","1,X","","","","","270",",X","","","","","9.4","1,X","","","","","15.9",",X","",""
"USW00094728","1992-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","2",",0","1",",0","0",",0","19",",0","5",",0","0",",0","0",",0","","","","","1","","-11.7",",0,19,","25",",,0,27,+","33",",,0,26,","12.7",",,0,23,","16.7",",0,14,","","","1383.9","0","504.4",",0","42.8",",,,0","","","38",",,,0","2.06",",0","5.85",",,,0","-1.72",",,,0","9112",",X","60",",X","","","","","45",",X","","","","","11.2",",X","","","","","19.0",",X","",""
"USW00094728","1992-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","1",",0","1",",0","0",",0","15",",0","3",",0","0",",0","0",",0","","","","","","","-10.0",",0,12,+","25",",,0,14,","25",",,0,13,","21.3",",,0,15,","17.8",",0,23,","","","1845.4","0","461.5",",0","47.4",",,,0","","","25",",,,0","2.42",",0","6.21",",,,0","-1.37",",,,0","8620",",X","270",",X","","","","","315",",X","","","","","9.4",",X","","","","","18.0",",X","",""
"USW00094728","1992-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","11",",0","8",",0","0",",0","5",",0","2",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","","","","","-8.3",",0,16,","152",",,0,20,","157",",,0,19,","25.1",",,0,26,","17.8",",0,09,","","","2276.3","0","430.9",",0","103.6",",,,0","","","238",",,,0","4.43",",0","8.76",",,,0","0.11",",,,0","12344",",X","300",",X","","","","","225",",X","","","","","11.6",",X","","","","","19.5",",X","",""
"USW00094728","1992-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","2.2","0","2.2",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","","","1","","-0.6",",0,13,","0",",,0,30,+","0",",T,0,02,","8.9",",,0,24,+","27.2",",0,24,","","","2520.2","0","243.9",",0","44.6",",,,0","","","0",",T,,0","10.28",",0","14.91",",,,0","5.64",",,,0","12515",",X","190",",X","","","","","45",",X","","","","","8.9",",X","","","","","13.9",",X","",""
"USW00094728","1992-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","26.4","0","24.2",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","","","","","1","","4.4",",0,06,","0",",,0,31,+","0",",,0,31,+","50.5",",,0,31,","33.9",",0,22,","","","2613.3","0","93.1",",0","102.1",",,,0","","","0",",,,0","16.11",",0","21.56",",,,0","10.66",",,,0","17373",",X","20",",X","","","","","45",",X","","","","","10.3",",X","","","","","15.4",",X","",""
"USW00094728","1992-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","120.1","0","93.7",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","4","","11.1",",0,23,","0",",,0,30,+","0",",,0,30,+","71.1",",,0,05,","30.6",",0,08,","","","2620.0","0","6.7",",0","121.1",",,,0","","","0",",,,0","21.23",",0","26.20",",,,0","16.26",",,,0","19449",",X","40","1,X","","","","","270",",X","","","","","7.6","1,X","","","","","11.8",",X","",""
"USW00094728","1992-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","278.4","0","158.3",",0","16",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","5","","15.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,15,","33.9",",0,14,","","","0.6","0","0.6",",0","114.1",",,,0","","","0",",,,0","23.42",",0","28.03",",,,0","18.82",",,,0","17501",",X","50","1,X","","","","","360",",X","","","","","7.6","1,X","","","","","10.3",",X","",""
"USW00094728","1992-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","416.3","0","137.9",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","","","3","","13.9",",0,21,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,17,","32.8",",0,25,+","","","2.5","0","1.9",",0","88.7",",,,0","","","0",",,,0","22.72",",0","27.47",",,,0","17.97",",,,0","15052",",X","50",",X","","","","","180",",X","","","","","9.4",",X","","","","","14.4",",X","",""
"USW00094728","1992-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","484.1","0","67.8",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","2","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","40.9",",,0,03,","30.0",",0,18,","","","33.6","0","31.1",",0","124.3",",,,0","","","0",",,,0","19.55",",0","23.79",",,,0","15.31",",,,0","12240",",X","50",",X","","","","","45",",X","","","","","8.9",",X","","","","","12.9",",X","",""
"USW00094728","1992-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","488.1","0","4.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","","","1","","1.1",",0,20,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,09,","25.6",",0,03,","","","218.2","0","184.6",",0","29.5",",,,0","","","0",",,,0","12.51",",0","16.95",",,,0","8.06",",,,0","12393",",X","180","1,X","","","","","180",",X","","","","","10.3","1,X","","","","","17.0",",X","",""
